HIP,ra,dec,parallax,err(parallax),V,I,B-V,err(B-V),teff,lum,rad,numax,Mv,RA,Dec,V.1,Camp,HD,label,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID,Ang Sep (')
HIP4564,14.598599,2.599375,5.19,1.41,9.8,9.16,0.574,0.008,5987.1101062,3.63359828532,1.77475619493,1104.90660653,3.37583678924,14.598599,2.599375,9.8,8.0,,field,220298572,14.5986137,2.5993741,1,9.55,4564.0,15-217-1,463-001366,00582365+0235575,,STAR,BV,plx,-19.96,1.42,-79.16,0.96,5.19,1.41,10.307,0.04,9.672,0.032,,,,,,,,,,,8.693,0.029,8.457,0.063,8.364,0.033,,,,,,,,,6284.0,377.0,314.0,4.071,0.16,0.192,-0.027,0.15,0.21,1.66,0.439,0.295,1.31,0.18,0.18,0.251,0.185,0.122,192.7,52.35,52.35,0.029,0.022,0.01,AAA-111-111-000-0-0,,,0.0006773
HIP4570,14.615943,12.125458,5.17,0.8,8.39,7.604,0.924,0.02,4996.37520961,16.7553889939,5.47232526063,116.502949999,1.95745271547,14.615943,12.125458,8.39,8.0,5666.0,field,220722184,14.615943,12.1254578,1,9.294,4570.0,608-679-1,511-001482,00582782+1207315,,STAR,gri,plx,-17.39,0.9,-56.65,0.56,5.17,0.8,9.338,0.024,8.399,0.015,,,9.488,0.06,9.229,0.02,8.224,0.09,,,6.682,0.018,6.236,0.047,6.091,0.021,,,,,,,,,5585.0,55.0,89.0,2.544,0.02,0.022,-1.415,0.22,0.05,8.252,0.192,0.165,0.872,0.017,0.017,0.002,9.257e-05,0.000103,193.4,29.93,29.93,0.027,0.001,0.002,AAA-111-111-000-0-0,,,0.0009028
HIP4765,15.308017,11.180451,3.03,0.79,8.14,7.213,1.068,0.022,4716.41561065,71.7866695053,12.7116668212,23.2348983381,0.547213142512,15.308017,11.180451,8.14,8.0,5971.0,field,220689415,15.3080187,11.1804523,0,8.438,4765.0,608-1023-1,506-001591,01011392+1110496,,STAR,gri,,1.66,0.83,-26.29,0.65,3.03,0.79,9.165,0.024,8.13,0.015,,,9.631,0.03,8.864,0.04,7.927,0.06,,,6.306,0.026,5.784,0.04,5.629,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,37.6,,0.001
HIP4790,15.383055,5.134482,4.22,1.07,8.86,7.92,1.138,0.03,4591.14305789,20.5378865696,7.17531480485,65.2910548367,1.98656225481,15.383055,5.134482,8.86,8.0,,field,220421572,15.3830557,5.1344819,0,8.733,4790.0,25-969-1,476-001562,01013192+0508040,,STAR,gri,,-2.42,1.15,-24.81,0.71,4.22,1.07,10.06,0.036,8.893,0.018,,,10.198,0.03,8.514,0.04,8.105,0.06,,,6.853,0.019,6.295,0.051,6.12,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,53.5,,0.0008422
HIP4804,15.41506,7.305293,7.46,0.84,7.75,6.986,0.86,0.015,5136.67696319,14.0133535865,4.73490495964,156.204712948,2.11369413736,15.41506,7.305293,7.75,8.0,6019.0,field,220524013,15.41506,7.3052931,1,7.51,4804.0,25-171-1,487-001523,01013960+0718189,,STAR,BV,plx,-19.1,0.76,-2.42,0.48,7.46,0.84,8.604,0.018,7.724,0.012,,,,,,,,,,,6.159,0.024,5.694,0.021,5.579,0.024,,,,,,,,,4922.0,178.0,79.0,3.148,0.135,0.297,-0.17,0.15,0.42,5.283,0.811,0.832,1.339,0.35,0.42,0.009,0.007,0.005,134.0,15.09,15.09,0.02,0.022,0.005,AAA-111-111-000-0-0,,,0.001
HIP4832,15.528528,7.940521,5.15,0.59,7.55,6.624,1.088,0.016,4680.10460887,43.6931574903,10.0716431371,35.4888403017,1.10903614521,15.528528,7.940521,7.55,8.0,6077.0,field,220551967,15.5285282,7.9405222,1,7.344,4832.0,612-572-1,490-001478,01020685+0756257,,STAR,BV,plx,13.61,0.55,34.49,0.39,5.15,0.59,8.627,0.019,7.539,0.012,,,,,,,,,,,5.704,0.02,5.208,0.024,5.037,0.053,,,,,,,,,4845.0,78.0,97.0,2.668,0.162,0.27,-0.047,0.15,0.3,10.314,0.84,1.214,1.84,0.364,0.729,0.002,0.0009206,0.0008445,194.2,22.25,22.25,0.03,0.018,0.011,AAA-111-111-000-0-0,,,0.0007995
HIP4859,15.623672,6.998533,4.81,1.99,9.95,9.134,0.82,0.06,5231.56273842,4.30722784493,2.53070068267,506.218225353,3.36072538187,15.623672,6.998533,9.95,8.0,,field,220510221,15.6236668,6.9985328,1,9.832,4859.0,25-648-1,485-001492,01022967+0659547,,STAR,gri,plx,10.23,2.1,-18.6,1.3,4.81,1.99,10.603,0.049,9.821,0.035,,,10.308,0.03,9.857,0.03,9.628,0.04,,,8.781,0.029,8.472,0.044,8.406,0.027,,,,,,,,,5877.0,141.0,176.0,3.925,0.238,0.17,-0.167,0.25,0.45,1.816,0.524,0.476,1.095,0.205,0.171,0.175,0.236,0.091,207.9,86.01,86.01,0.031,0.023,0.013,AAA-111-111-000-0-0,,,0.0002004
HIP4906,15.735869,7.890135,17.94,0.21,4.27,3.401,0.952,0.029,4938.67074368,63.8990237551,10.9378433791,32.0103131622,0.53911219354,15.735869,7.890135,4.27,8.0,6186.0,field,220549896,15.7358694,7.8901348,0,4.093,4906.0,612-1446-1,490-001499,,,STAR,BV,,-80.17,0.19,25.59,0.14,17.94,0.21,5.226,0.014,4.257,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003414
HIP5048,16.160241,9.586108,4.26,0.79,8.21,7.203,1.151,0.023,4568.38629514,37.1992204574,9.75317494977,36.8344312814,1.35704799551,16.160241,9.586108,8.21,8.0,6346.0,field,220624766,16.1602402,9.5861082,1,7.999,5048.0,612-126-1,498-001570,01043846+0935102,,STAR,BV,plx,12.05,0.94,-5.84,0.73,4.26,0.79,9.349,0.028,8.208,0.016,,,,,,,,,,,6.314,0.023,5.786,0.029,5.617,0.017,,,,,,,,,4728.0,113.0,113.0,2.535,0.252,0.14,-0.027,0.15,0.21,10.939,0.782,1.84,1.51,0.497,0.414,0.001,0.001,0.0003149,234.7,43.53,43.53,0.036,0.023,0.013,AAA-111-111-000-0-0,,,0.0005814
HIP5060,16.181702,2.313713,7.99,0.59,7.21,6.179,1.195,0.012,4492.36294992,27.9146324892,8.7371746837,44.4562439079,1.72273389657,16.181702,2.313713,7.21,8.0,6375.0,field,220284887,16.1817017,2.313714,1,8.186,5060.0,19-995-1,462-001475,,,STAR,gri,plx,3.31,0.63,-40.4,0.45,7.99,0.59,8.406,0.019,7.199,0.011,,,9.719,0.06,8.672,0.01,7.528,0.06,,,,,,,,,,,,,,,,,4555.0,53.0,71.0,2.609,0.18,0.09,0.075,0.12,0.08,8.677,1.584,0.646,1.372,0.168,0.269,0.002,0.001,0.0005477,125.2,9.242,9.242,0.029,0.01,0.011,,,,0.0004303
HIP5123,16.409472,1.201008,2.17,1.03,8.88,8.017,1.043,0.028,4762.49317167,68.9714943938,12.21998917,25.2184795621,0.562298669243,16.409472,1.201008,8.88,8.0,6465.0,field,220234174,16.4094715,1.201008,1,8.722,5123.0,19-390-1,457-001417,01053828+0112035,,STAR,BV,plx,15.29,1.04,-9.57,0.9,2.17,1.03,9.935,0.032,8.902,0.017,,,,,,,,,,,7.013,0.02,6.494,0.047,6.336,0.021,,,,,,,,,4745.0,141.0,141.0,2.469,0.242,0.132,-0.127,0.2,0.28,11.106,1.195,1.249,1.325,0.555,0.347,0.0009216,0.0008589,0.0002384,460.8,218.7,218.7,0.033,0.026,0.012,AAA-111-111-000-0-0,,,0.0007909
HIP5133,16.424607,4.198543,6.87,0.66,7.3,6.321,1.131,0.013,4603.45665633,32.357474808,8.95826548812,43.4125569666,1.4847836853,16.424607,4.198543,7.3,8.0,6464.0,field,220374617,16.4246063,4.1985431,1,7.073,5133.0,22-812-1,471-001545,01054190+0411544,,STAR,BV,plx,10.74,0.66,-41.64,0.46,6.87,0.66,8.429,0.019,7.284,0.011,,,,,,,,,,,5.413,0.023,,,4.726,0.024,,,,,,,,,4637.0,111.0,74.0,2.569,0.18,0.15,-0.029,0.12,0.15,10.027,1.275,1.342,1.364,0.497,0.226,0.001,0.001,0.0005043,145.6,13.98,13.98,0.026,0.022,0.009,ADA-131-111-000-0-0,,,0.001
HIP5432,17.363566,5.444132,8.66,0.87,8.51,7.689,0.923,0.024,4998.47341802,5.3405593196,3.08690548903,336.127875965,3.19758946009,17.363566,5.444132,8.51,8.0,6877.0,field,220437625,17.3635693,5.4441319,1,8.328,5432.0,25-1286-1,478-001773,01092724+0526388,,STAR,BV,plx,0.86,0.98,-47.11,0.69,8.66,0.87,9.469,0.029,8.493,0.018,,,,,,,,,,,6.897,0.019,6.516,0.046,6.332,0.02,,,,,,,,,5271.0,314.0,261.0,3.6,0.15,0.125,-0.187,0.24,0.32,2.98,0.434,0.448,1.307,0.171,0.171,0.047,0.032,0.014,115.5,11.6,11.6,0.024,0.014,0.008,AAA-111-111-000-0-0,,,0.002
HIP5474,17.524561,-1.599107,7.77,0.74,8.74,8.173,0.561,0.021,6036.55515233,4.27699452205,1.89406873946,987.043352714,3.192105094,17.524561,-1.599107,8.74,8.0,6967.0,field,220158274,17.5245609,-1.599106,1,9.452,5474.0,4681-683-1,443-001442,01100589-0135565,,STAR,gri,plx,-39.42,0.91,-109.75,0.69,7.77,0.74,9.27,0.02,8.718,0.015,,,9.597,0.03,9.404,0.04,8.61,0.09,,,7.702,0.019,7.476,0.023,7.418,0.027,,,,,,,,,6654.0,199.0,199.0,4.099,0.102,0.085,-0.05,0.12,0.15,1.718,0.166,0.18,1.401,0.083,0.083,0.261,0.103,0.063,128.7,12.26,12.26,0.022,0.014,0.007,AAA-111-111-000-0-0,,,0.001
HIP5572,17.866066,3.377515,3.51,1.24,9.49,8.583,1.089,0.049,4678.30086504,15.7713956059,6.05568814094,90.9224060422,2.21653558233,17.866066,3.377515,9.49,8.0,,field,220334821,17.866066,3.377516,1,9.233,5572.0,23-294-1,467-001594,01112785+0322390,,STAR,gri,plx,25.19,1.32,4.77,0.97,3.51,1.24,10.55,0.049,9.51,0.026,,,10.124,0.02,9.476,0.12,8.851,0.03,,,7.707,0.021,7.181,0.021,7.075,0.023,,,,,,,,,4836.0,99.0,99.0,2.576,0.418,0.228,-0.342,0.25,0.4,9.535,1.616,3.936,1.089,0.378,0.189,0.001,0.005,0.0005551,284.9,100.6,100.6,0.033,0.029,0.011,AAA-111-111-000-0-0,,,0.001
HIP5593,17.931274,8.580086,7.23,1.38,9.2,8.541,0.675,0.034,5636.72831999,3.44078171037,1.94840434484,879.490030494,3.49569148647,17.931274,8.580086,9.2,8.0,7128.0,field,220579297,17.9312859,8.5800962,1,9.155,5593.0,613-707-1,493-001745,01114351+0834483,,STAR,gri,plx,94.51,1.73,32.09,0.92,7.23,1.38,9.889,0.034,9.25,0.026,,,10.006,0.04,9.36,0.02,8.791,0.01,,,7.881,0.023,7.535,0.021,7.429,0.023,,,,,,,,,5478.0,99.0,165.0,3.809,0.06,0.06,-0.046,0.2,0.24,2.196,0.27,0.175,1.19,0.109,0.131,0.106,0.026,0.024,138.3,26.4,26.4,0.03,0.034,0.013,AAA-111-111-000-0-0,,,0.015
HIP5655,18.162745,6.593339,2.92,0.94,8.51,7.606,1.095,0.026,4667.50090897,56.5537696762,11.5203770167,27.6081038076,0.836914257242,18.162745,6.593339,8.51,8.0,7217.0,field,220492497,18.1627445,6.5933399,1,8.517,5655.0,26-660-1,483-001750,01123905+0635359,,STAR,gri,plx,6.43,0.95,-83.66,0.72,2.92,0.94,9.657,0.031,8.516,0.018,,,9.686,0.03,9.025,0.04,8.016,0.01,,,6.622,0.021,6.076,0.042,5.95,0.021,,,,,,,,,4954.0,100.0,80.0,2.402,0.045,0.126,-0.645,0.2,0.48,10.449,1.438,0.919,0.954,0.157,0.087,0.0008663,0.0001515,0.0003147,342.5,110.2,110.2,0.029,0.011,0.01,AAA-111-111-000-0-0,,,0.0003323
HIP5818,18.667832,2.299499,2.8,1.15,9.47,8.562,1.122,0.046,4619.35250347,26.1437150621,7.99698307156,53.7271112745,1.70579015671,18.667832,2.299499,9.47,8.0,,field,220284224,18.6678333,2.2995009,1,9.278,5818.0,20-1072-1,462-001725,01144028+0217580,,STAR,gri,plx,-3.4,1.19,-8.45,0.91,2.8,1.15,10.669,0.053,9.479,0.025,,,10.482,0.3,9.5,0.04,8.763,0.05,,,7.503,0.03,6.938,0.04,6.804,0.017,,,,,,,,,4296.0,85.0,51.0,0.024,0.308,0.042,-2.134,0.25,0.55,143.831,6.917,42.707,0.81,0.016,0.016,2.654e-07,5.035e-07,3.741e-08,357.1,146.7,146.7,0.035,0.031,0.011,AAA-111-111-000-0-0,,,5.653e-05
HIP5821,18.671866,3.786621,2.16,1.27,9.23,8.529,0.802,0.036,5276.36339685,40.8974408416,7.66625752047,65.6539601723,0.902268755755,18.671866,3.786621,9.23,8.0,7448.0,field,220354307,18.6718655,3.7866161,1,9.067,5821.0,23-905-1,469-001657,01144124+0347118,,STAR,BV,plx,6.97,1.68,12.18,1.59,2.16,1.27,10.062,0.036,9.254,0.024,,,,,,,,,,,7.629,0.018,7.212,0.029,7.119,0.024,,,,,,,,,5166.0,160.0,193.0,2.441,0.27,0.045,-0.837,0.35,0.25,9.475,0.678,0.754,0.91,0.231,0.027,0.001,0.001,0.00016,463.0,272.2,272.2,0.03,0.02,0.01,AAA-111-111-000-0-0,,,0.001
HIP5920,19.036454,11.467215,2.01,1.33,9.42,8.823,0.567,0.039,6013.61206078,34.262382412,5.40185220398,141.511875325,0.935980287102,19.036454,11.467215,9.42,8.0,7605.0,field,220699811,19.0364513,11.4672174,1,9.728,5920.0,616-875-1,508-002124,01160874+1128019,,STAR,gri,plx,2.82,1.26,-7.13,0.86,2.01,1.33,9.929,0.03,9.409,0.024,,,9.856,0.01,9.686,0.02,9.168,0.01,,,8.447,0.021,8.207,0.051,8.179,0.036,,,,,,,,,6960.0,137.0,137.0,3.807,0.165,0.165,-0.016,0.12,0.12,2.679,0.701,0.652,1.773,0.207,0.172,0.079,0.088,0.037,497.5,329.2,329.2,0.029,0.018,0.009,AAA-111-111-000-0-0,,,0.0004633
HIP5995,19.271417,7.913804,2.47,1.1,9.18,8.32,0.947,0.041,4948.83295113,36.4159612594,8.22327919429,54.3627673312,1.1434847663,19.271417,7.913804,9.18,8.0,,field,220550845,19.2714291,7.9138031,1,8.984,5995.0,613-537-1,490-001848,01170513+0754496,,STAR,gri,plx,1.35,1.1,-2.13,0.85,2.47,1.1,10.091,0.037,9.161,0.023,,,9.959,0.03,9.445,0.04,8.567,0.06,,,7.46,0.019,6.97,0.036,6.88,0.027,,,,,,,,,5270.0,128.0,85.0,2.466,0.196,0.07,-1.042,0.2,0.32,8.962,0.819,2.069,0.892,0.018,0.019,0.001,0.001,0.0002508,404.9,180.3,180.3,0.03,0.023,0.009,AAA-111-111-000-0-0,,,0.0007512
HIP6112,19.617623,0.970776,2.17,1.03,8.94,8.121,0.966,0.027,4910.52220491,60.1168215614,10.7311775911,32.9861864378,0.622298669243,19.617623,0.970776,8.94,8.0,7873.0,field,220227468,19.6176243,0.970775,1,9.489,6112.0,20-792-1,455-001761,01182822+0058149,,STAR,gri,plx,-6.31,1.15,13.34,0.9,2.17,1.03,9.962,0.032,8.954,0.018,,,9.657,0.04,9.433,0.02,8.51,0.11,,,7.118,0.021,6.552,0.034,6.443,0.021,,,,,,,,,4551.0,130.0,156.0,2.369,0.145,0.551,-0.087,0.2,0.76,12.142,9.37,1.449,1.253,0.299,0.359,0.0006617,0.000375,0.00057,460.8,218.7,218.7,0.04,0.036,0.018,AAA-111-111-000-0-0,,,0.004
HIP6217,19.928528,0.105784,7.46,1.46,8.97,8.267,0.754,0.023,5402.95978108,4.20792442088,2.34517486587,600.328995231,3.33369413736,19.928528,0.105784,8.97,8.0,8031.0,field,220203073,19.9285297,0.105786,1,8.81,6217.0,20-822-1,451-001656,01194285+0006209,,STAR,gri,plx,118.75,1.45,30.19,1.21,9.92,1.5,9.709,0.025,8.984,0.018,,,9.692,0.03,8.845,0.04,8.431,0.16,,,7.7,0.024,7.423,0.044,7.307,0.02,,,,,,,,,5178.0,62.0,209.0,3.796,0.02,0.116,0.141,0.06,0.14,2.333,0.261,0.047,1.255,0.063,0.101,0.096,0.007,0.029,100.8,15.24,15.24,0.029,0.01,0.014,AAA-111-111-000-0-0,,,0.004
HIP6226,19.951251,-0.509034,9.93,1.03,5.87,5.044,0.635,0.007,5768.35035891,38.2602437447,6.20405072228,105.416944224,0.854746242477,19.951251,-0.509034,5.87,8.0,8036.0,field,220186864,19.9512329,-0.509032,0,6.125,6226.0,4682-1383-1,448-001611,,,STAR,BV,,6.35,0.97,-14.96,0.71,9.93,1.03,7.263,0.016,6.351,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001
HIP6298,20.204336,11.457988,10.56,0.66,8.31,7.721,0.588,0.003,5934.96652118,3.48624209441,1.76907790902,1102.56763012,3.42831959099,20.204336,11.457988,8.31,8.0,8127.0,field,220699481,20.2043343,11.457983,1,8.674,6298.0,616-893-1,508-002228,01204903+1127286,,STAR,gri,plx,110.26,0.64,-63.9,0.43,10.56,0.66,8.903,0.019,8.321,0.015,,,9.603,0.03,9.022,0.04,8.276,0.07,,,7.258,0.026,7.049,0.044,6.95,0.023,,,,,,,,,5872.0,94.0,236.0,4.001,0.08,0.128,0.062,0.2,0.32,1.815,0.184,0.167,1.214,0.076,0.137,0.195,0.065,0.065,94.7,5.919,5.919,0.021,0.014,0.008,AAA-111-111-000-0-0,,,0.0001935
HIP6509,20.904907,1.901732,4.65,1.42,9.84,9.293,0.583,0.06,5953.45722577,4.38217278039,1.97111066704,905.241873435,3.17726476445,20.904907,1.901732,9.84,8.0,,field,220265562,20.9049129,1.901734,1,9.823,6509.0,21-181-1,460-001819,01233717+0154062,,STAR,gri,plx,36.24,1.63,-1.58,0.83,4.65,1.42,10.338,0.044,9.867,0.04,,,10.348,0.26,9.692,0.06,9.598,0.05,,,8.957,0.029,8.777,0.046,8.72,0.021,,,,,,,,,6367.0,316.0,263.0,4.1,0.15,0.18,-0.015,0.12,0.18,1.643,0.525,0.295,1.325,0.174,0.174,0.267,0.191,0.127,215.1,65.67,65.67,0.029,0.024,0.011,AAA-112-111-000-0-0,,,0.0003038
HIP6788,21.840763,6.962402,7.54,0.77,8.29,7.449,1.0,0.02,4843.8674713,9.40097195565,4.36120608193,172.304629641,2.67685672935,21.840763,6.962402,8.29,8.0,8849.0,field,220508609,21.8407574,6.9623942,1,8.176,6788.0,27-73-1,485-002064,01272179+0657446,,STAR,BV,plx,134.49,1.04,-22.38,0.86,7.54,0.77,9.313,0.025,8.34,0.016,,,,,,,,,,,6.516,0.02,5.951,0.046,5.837,0.027,,,,,,,,,4820.0,93.0,93.0,3.17,0.11,0.132,-0.075,0.16,0.24,4.67,0.662,0.489,1.204,0.176,0.147,0.011,0.006,0.003,132.6,13.54,13.54,0.025,0.023,0.009,AAA-111-111-000-0-0,,,0.0006747
HIP6815,21.915844,5.352809,13.42,0.63,7.01,6.401,0.625,0.007,5802.71140892,7.2895988396,2.67605235359,502.18967008,2.64876257916,21.915844,5.352809,7.01,8.0,8875.0,field,220432828,21.915844,5.352788,0,6.919,6815.0,27-1246-1,477-002080,01273980+0521099,,STAR,BV,,-20.31,0.75,-136.88,0.58,13.42,0.63,7.7,0.016,7.046,0.011,,,,,,,,,,,5.904,0.019,5.649,0.042,5.548,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,54.2,,0.0006374
HIP7046,22.709092,5.973543,4.84,0.83,8.33,7.377,1.079,0.02,4696.3879022,23.8911132949,7.39596773161,63.0339293889,1.75422680822,22.709092,5.973543,8.33,8.0,9212.0,field,220464420,22.7090893,5.9735432,0,8.52,7046.0,34-1061-1,480-002215,01305018+0558246,,STAR,gri,,11.4,0.81,-22.58,0.53,4.84,0.83,9.391,0.025,8.295,0.015,,,9.485,0.03,8.987,0.04,8.107,0.06,,,6.479,0.018,5.971,0.024,5.823,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,58.1,,0.000363
HIP7069,22.777109,6.619484,7.55,0.82,8.28,7.611,0.678,0.016,5627.22730521,7.37640400054,2.8624516902,431.02017235,2.66973475815,22.777109,6.619484,8.28,8.0,9238.0,field,220493630,22.7771091,6.6194839,1,8.612,7069.0,34-237-1,484-002095,01310649+0637101,,STAR,gri,plx,23.99,0.87,23.93,0.57,7.55,0.82,8.958,0.02,8.29,0.015,,,9.513,0.03,9.12,0.04,8.226,0.03,,,7.042,0.024,6.704,0.026,6.615,0.02,,,,,,,,,6001.0,142.0,94.0,3.752,0.072,0.04,-0.004,0.12,0.27,2.589,0.198,0.184,1.44,0.154,0.154,0.08,0.022,0.013,132.5,14.39,14.39,0.02,0.022,0.007,AAA-111-111-000-0-0,,,0.0009456
HIP16109,51.883451,19.18713,5.64,2.93,9.17,8.784,0.624,0.052,5806.17982446,5.64169700838,2.35141156346,638.283390499,2.92639551992,51.883451,19.18713,9.17,4.0,,field,210755054,51.883467,19.187136,1,9.49,16109.0,1241-770-1,546-006843,03273205+1911136,,STAR,BV,plx,-55.06,3.32,-65.7,3.17,5.45,3.46,10.17,0.043,9.59,0.037,,,,,,,,,,,7.926,0.026,7.603,0.027,7.53,0.024,,,,,,,,,6075.0,243.0,243.0,3.935,0.234,0.195,-0.056,0.16,0.28,1.89,0.713,0.518,1.248,0.298,0.213,0.166,0.253,0.089,183.5,116.5,116.5,0.179,0.103,0.086,,,,0.0004912
HIP16181,52.110703,22.804011,15.52,0.81,6.03,5.292,0.951,0.015,4940.69846688,16.8603454423,5.6138560238,109.987728466,1.98445858461,52.110703,22.804011,6.03,4.0,21467.0,field,210989213,52.110702,22.804008,1,5.871,16181.0,1797-1555-1,565-007273,,,STAR,BV,plx,2.12,0.96,-110.85,0.81,15.52,0.81,7.018,0.015,6.038,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4986.0,81.0,81.0,3.485,0.195,0.195,-0.155,0.21,0.18,3.001,0.933,0.496,1.213,0.118,0.188,0.036,0.031,0.017,64.43,3.363,3.363,0.08,0.058,0.036,,,,0.0003509
HIP16374,52.733747,18.799416,10.54,0.77,8.12,7.536,0.58,0.015,5964.62210806,4.15209655939,1.91149246162,959.818926987,3.23420305438,52.733747,18.799416,8.12,4.0,,field,210729629,52.733749,18.799417,1,8.039,16374.0,1242-382-1,544-006861,03305608+1847579,,STAR,BV,plx,130.23,0.92,-71.14,0.92,10.54,0.77,8.677,0.018,8.128,0.013,,,,,,,,,,,7.066,0.026,6.814,0.021,6.746,0.018,,,,,,,,,6326.0,210.0,263.0,4.015,0.09,0.075,-0.048,0.15,0.15,1.853,0.193,0.175,1.355,0.086,0.086,0.198,0.07,0.044,94.88,6.931,6.931,0.119,0.077,0.064,,,,6.022e-05
HIP16598,53.412332,17.329257,6.1,1.1,8.49,7.9,0.577,0.02,5975.83975862,8.80334515036,2.77287768655,483.122773952,2.41664917505,53.412332,17.329257,8.49,4.0,,field,210625823,53.412332,17.329254,1,8.792,16598.0,1238-721-1,537-006500,03333895+1719453,,STAR,gri,plx,2.71,1.8,-24.01,1.21,6.1,1.1,9.036,0.019,8.476,0.014,,,10.049,0.14,8.891,0.08,8.254,0.02,,,7.543,0.02,7.383,0.024,7.308,0.018,,,,,,,,,6747.0,405.0,289.0,3.829,0.1,0.2,0.063,0.1,0.1,2.589,0.84,0.402,1.76,0.224,0.187,0.091,0.052,0.045,163.9,29.56,29.56,0.264,0.12,0.09,,,,0.0001206
HIP16613,53.452042,18.22779,8.57,0.96,7.99,7.069,1.062,0.02,4727.40102337,10.238710064,4.77839962679,142.289346611,2.65490410962,53.452042,18.22779,7.99,4.0,22045.0,field,210690537,53.452042,18.227791,1,8.425,16613.0,1238-789-1,542-006803,03334849+1813398,,STAR,gri,plx,54.93,0.97,-0.94,0.85,8.57,0.96,9.06,0.021,7.998,0.013,,,10.061,0.15,8.726,0.04,7.724,0.09,,,6.14,0.02,5.65,0.017,5.539,0.017,,,,,,,,,4836.0,95.0,76.0,3.163,0.1,0.12,-0.021,0.12,0.27,4.964,0.809,0.532,1.375,0.221,0.221,0.01,0.004,0.003,116.7,13.07,13.07,0.147,0.062,0.062,,,,0.0001281
HIP16627,53.484785,15.625604,5.26,2.07,9.57,9.016,0.552,0.056,6071.36092136,4.32721119734,1.88337447111,1002.72677432,3.17492872077,53.484785,15.625604,9.57,4.0,,field,210512872,53.484797,15.625617,1,9.608,16627.0,1234-510-1,529-006395,03335633+1537323,,STAR,gri,plx,28.57,1.99,-31.85,1.91,5.26,2.07,10.049,0.034,9.53,0.029,,,10.333,0.28,9.523,0.12,9.298,0.02,,,8.559,0.026,8.299,0.024,8.25,0.019,,,,,,,,,6301.0,255.0,255.0,4.024,0.21,0.252,-0.025,0.12,0.18,1.709,0.791,0.407,1.333,0.269,0.192,0.226,0.252,0.134,190.1,74.82,74.82,0.2,0.112,0.093,,,,0.001
HIP16659,53.584195,23.150108,5.33,1.78,9.76,8.767,1.15,0.066,4570.13179694,5.69404609924,3.81292071719,209.411170521,3.39363604513,53.584195,23.150108,9.76,4.0,,field,211011089,53.584198,23.150109,1,9.452,16659.0,1798-678-1,566-007469,03342020+2309002,,STAR,BV,plx,-2.66,2.16,-6.47,2.13,5.33,1.78,10.822,0.06,9.665,0.029,,,,,,,,,,,7.931,0.018,7.472,0.026,7.346,0.015,,,,,,,,,5125.0,191.0,159.0,3.288,0.305,0.793,-0.377,0.3,0.66,3.535,6.019,0.896,1.111,0.637,0.228,0.021,0.037,0.02,187.6,62.66,62.66,0.194,0.096,0.08,,,,0.0006064
HIP16671,53.639063,14.175848,8.47,1.46,8.79,8.187,0.615,0.004,5837.66043633,3.53232205168,1.84059069636,1009.16263674,3.42941705165,53.639063,14.175848,8.79,4.0,,field,210432308,53.639065,14.175846,1,8.895,16671.0,663-317-1,521-006260,03343338+1410330,,STAR,gri,plx,-45.57,1.25,15.16,1.1,8.47,1.46,9.364,0.024,8.802,0.019,,,9.806,0.03,9.199,0.04,8.504,0.06,,,7.463,0.024,7.211,0.024,7.108,0.017,,,,,,,,,6074.0,144.0,108.0,3.903,0.08,0.16,0.003,0.08,0.08,2.193,0.553,0.287,1.423,0.176,0.126,0.131,0.044,0.062,118.1,20.35,20.35,0.235,0.064,0.055,,,,0.001
