2.0922920000, 3.4406430000,        nan, []
8.8544210000, -24.8642010000,        nan, []
10.2344350000, -7.1134010000,        nan, []
12.5043860000, 38.7389680000,        nan, []
34.1350530000, 48.8783360000,        nan, []
38.4759470000, 31.5805780000,        nan, []
41.9904300000, -24.7996840000,        nan, []
48.8280110000, 14.3030860000,        nan, []
52.0543110000, 7.3022230000,        nan, []
58.1139240000, 76.6091850000,        nan, []
62.4299490000, 35.9773870000,        nan, []
63.0466550000, -13.6371740000,        nan, []
80.4934030000, -38.4885840000,        nan, []
82.0052680000, -60.6797140000,        nan, []
83.1841560000, 45.4912600000,        nan, []
91.3299130000, -46.9493820000,        nan, []
96.6698870000, 3.4249420000,        nan, []
100.4517520000, -14.4744350000,        nan, []
100.5666580000, 12.0079310000,        nan, []
124.2553020000, -45.7519480000,        nan, []
125.0796660000, 57.3047930000,        nan, []
125.6451660000, 45.3511400000,        nan, []
128.1592820000, 15.7394700000,        nan, [5, 18]
129.3601030000, 20.4871000000,        nan, [5, 18]
131.4738960000, -56.1121250000,        nan, []
139.5319450000, 8.2391310000,        nan, []
140.2099360000, -24.0979100000,        nan, []
140.6693090000, 25.7581880000,        nan, []
147.1495530000, -0.8103830000,        nan, []
148.2142880000, 22.6201740000,        nan, []
155.3312480000, 33.4722970000,        nan, []
158.2104060000, -33.3696420000,        nan, []
160.9739330000, -6.0782860000,        nan, []
172.7178580000, -37.6440110000,        nan, []
174.0936710000, -55.7390350000,        nan, []
190.1462950000, 7.6997990000,        nan, []
200.7074940000, -21.4140640000,        nan, []
224.0105940000, -15.6565250000,        nan, []
227.3467610000, -57.0671900000,        nan, []
234.4398310000, -3.6052480000,        nan, []
234.8793430000, -1.0652230000,        nan, []
237.6427470000, -44.5651020000,        nan, []
241.5051700000, 13.3292460000,        nan, []
249.6315540000, 46.3938530000,        nan, []
252.9529710000, 59.3103780000,        nan, []
260.6747020000, -20.2261000000,        nan, [11]
262.0120090000, 27.6693060000,        nan, []
262.3033050000, 22.1324310000,        nan, []
264.0897880000, -58.3670780000,        nan, []
270.8472220000, -62.1337010000,        nan, []
279.5688140000, 22.5378570000,        nan, []
280.3405780000, 7.9036610000,        nan, []
285.1436990000, 18.4634730000,        nan, []
288.1049000000, -33.0620820000,        nan, []
289.8880230000, -42.0652350000,        nan, []
296.7607420000, 4.5285290000,        nan, []
297.6652000000, -25.3053360000,        nan, []
310.9249020000, -40.0603370000,        nan, []
316.5080760000, -57.5924680000,        nan, []
320.3172570000, -8.2669060000,        nan, []
324.1527420000, -9.0468370000,        nan, []
330.7760010000, -50.3166330000,        nan, []
343.2773100000, -25.1480830000,        nan, []
345.1031020000, 35.7719200000,        nan, []
352.7739110000, -74.1345170000,        nan, []
356.8980140000, 46.0180630000,        nan, []
357.8623820000, -41.7725830000,        nan, []
