0.00997,-40.591204,8.55
0.027327,25.88645,9.05
0.070109,-49.352265,8.69
0.092229,-49.107944,9.14
0.102972,-14.490484,9.07
0.176297,53.822147,8.86
0.179982,-45.422742,8.27
0.184567,-27.90758,8.08
0.207028,36.780102,8.26
0.290695,-20.70555,8.68
0.316378,19.741242,8.44
0.408825,14.632322,8.06
0.415618,5.372807,9.32
0.418299,-30.692538,9.14
0.478822,15.52854,8.15
0.500421,-5.213924,8.51
0.513356,27.118603,9.84
0.551647,59.965343,8.86
0.570907,-9.174928,8.47
0.619825,8.393861,8.16
0.621729,-39.212592,9.46
0.642281,-15.831252,9.18
0.650068,-67.634288,9.41
0.663215,-37.94772,9.52
0.679637,-57.633671,8.42
0.694466,-40.98323,8.85
0.696257,3.860415,9.01
0.731923,71.358515,8.49
0.739303,-39.527414,9.0
0.743727,9.795228,10.81
0.752022,9.138281,8.76
0.763736,-7.815518,8.52
0.774283,52.465125,8.14
0.832075,38.244011,8.42
0.842024,23.575036,8.77
0.855548,-26.415186,8.82
0.902381,-51.809099,8.68
1.009647,-38.594756,9.45
1.059537,-26.952389,10.8
1.061035,-34.414714,8.41
1.088061,-53.909436,8.8
1.123349,51.829292,9.22
1.145492,71.968542,9.26
1.147884,-71.695005,8.73
1.152026,-15.889228,9.26
1.152502,-31.169051,8.94
1.171399,6.522449,8.37
1.178145,17.069733,8.56
1.245127,57.46874,8.23
1.278495,-42.567874,8.97
1.313842,-27.271706,9.04
1.324492,48.477171,8.3
1.34254,8.787807,8.26
1.349943,28.543724,8.99
1.355762,21.569402,9.9
1.430135,-15.365483,8.6
1.469978,12.527357,8.91
1.533549,0.121417,8.21
1.590864,-24.60262,10.13
1.608439,42.752759,8.35
1.66043,33.65425,8.51
1.688708,-6.261309,10.51
1.689564,-21.092497,9.83
1.69572,-4.350026,8.21
1.710988,20.55976,8.22
1.713854,-45.863879,10.18
1.718148,1.861028,8.98
1.718167,49.382115,9.13
1.733904,38.202538,8.83
1.857932,-77.494189,8.4
1.855873,-40.479571,8.53
1.894756,-60.641856,8.37
1.905958,-45.119537,8.19
1.913032,-66.895387,8.66
1.917465,-7.921324,8.47
1.927666,-46.54471,8.79
1.949205,-5.485919,8.85
1.951665,-11.129059,8.55
1.978685,-51.257907,8.21
1.996822,-14.226943,8.85
2.008675,-45.382177,8.84
2.01955,53.796246,8.15
2.020836,-29.416407,9.61
2.024115,4.927245,8.19
2.056916,29.732272,8.31
2.061138,42.223422,8.58
2.077766,-32.700958,8.22
2.096346,-19.224151,9.1
2.112108,-53.443171,9.23
2.194751,-66.759462,9.1
2.204756,-7.897063,8.76
2.273578,-36.65058,9.79
2.297959,-31.477278,9.3
2.327359,-59.060395,8.89
2.384344,-40.649447,9.17
2.392059,-66.029795,8.08
2.401786,26.682034,8.84
2.414041,-56.191831,8.37
2.452047,19.381167,8.48
2.458132,53.526582,8.45
2.468558,12.710831,8.36
2.485175,-78.5906,8.78
2.489272,8.576935,8.82
2.506822,44.10966,9.03
2.513549,-77.480425,9.08
2.527862,50.806825,8.5
2.53024,39.648891,8.71
2.543605,64.646715,8.11
2.568018,50.884898,8.95
2.586776,18.650384,9.27
2.6039,-6.039722,8.6
2.652746,-41.118641,8.67
2.657912,-63.634334,8.73
2.663626,2.300681,8.16
2.676942,-54.400334,8.55
2.693064,55.34281,8.05
2.733443,64.963178,9.64
2.788335,-87.414223,8.85
2.809606,6.180453,10.75
2.823494,-20.7252,11.8
2.822968,-29.64052,8.88
2.872573,35.931082,9.33
2.898714,-5.068164,8.32
2.903376,-17.968919,8.98
2.9159,28.225167,8.65
2.960874,-54.209945,8.17
2.974975,-11.164911,8.75
2.978005,-33.037405,9.32
3.008141,48.680136,8.17
3.058071,-15.164625,8.88
3.071893,-50.700361,8.94
3.133182,-52.3335,9.23
3.146489,-36.486018,10.07
3.166126,-61.312652,8.51
3.202178,15.560411,8.63
3.267123,-23.939079,9.94
3.298759,11.726331,10.01
3.300523,21.405283,8.39
3.30459,20.752756,9.17
3.32213,19.521239,8.83
3.350821,65.613456,10.24
3.361101,27.044016,8.72
3.385088,0.846962,9.58
3.404376,-68.197676,9.22
3.429249,18.635729,8.08
3.443887,64.864864,8.07
3.459973,-52.570977,9.09
3.522954,6.878097,9.23
3.547123,13.55234,8.6
3.585183,-1.184661,10.2
3.598372,43.845922,8.17
3.606306,-27.169908,8.93
3.626536,-16.671764,8.85
3.661856,-43.831166,8.9
3.672957,3.363891,8.67
3.708267,23.793435,8.62
3.768329,33.572124,9.72
3.790882,58.424292,9.91
3.796538,78.017305,8.17
3.80295,-34.495176,8.39
3.803726,27.612147,8.66
3.812995,-40.092128,9.69
3.813391,68.006497,11.67
3.823713,-42.496534,9.7
3.841469,62.696227,9.12
3.892706,-24.346451,9.16
3.920588,-71.426105,8.78
3.98453,-20.416147,9.88
3.993869,38.75896,8.05
4.013955,-25.657173,10.37
4.019502,-14.0536,9.01
4.130461,-56.224687,9.18
4.159105,-4.977641,9.61
4.166522,-39.491914,9.51
4.260307,2.371457,8.5
4.263897,-13.061092,9.01
4.273114,-1.653018,8.38
4.281213,48.56455,8.91
4.315839,-4.448972,8.83
4.329819,2.476726,9.06
4.343178,16.510413,8.78
4.365328,-46.335784,9.32
4.367262,-65.661336,9.26
4.393794,-69.87843,8.25
4.439935,-48.161641,10.4
4.448475,-6.15462,8.26
4.465018,4.953293,9.26
4.476326,18.045191,9.38
4.484824,-25.916677,8.17
4.511605,-69.061769,8.53
4.530752,-51.670218,9.35
4.550594,52.412559,8.1
4.569346,-75.663271,8.43
4.580831,-63.666815,9.16
4.673165,-17.031262,9.45
4.692253,-68.569196,8.72
4.698057,-10.949407,8.16
4.699856,68.500142,8.3
4.71334,1.062979,10.27
4.723261,-23.289259,10.38
4.729979,-23.164299,10.12
4.763757,22.368716,8.76
4.781417,7.282518,8.9
4.78803,-24.252761,9.07
4.821108,14.054754,8.36
4.871675,5.760338,8.76
4.940639,24.016057,9.4
4.946314,74.276524,8.4
4.948544,-12.358041,8.29
4.959007,57.659745,8.28
4.965305,-5.450552,8.82
5.073036,-51.978491,8.98
5.080924,-8.90435,8.93
5.118187,-61.701142,8.43
5.181459,-71.97799,8.3
5.181859,3.449508,8.08
5.298343,28.904193,9.29
5.306081,-47.715812,9.5
5.342949,33.679966,8.66
5.383768,-34.169756,8.1
5.522003,-63.285087,9.34
5.568405,19.129366,9.52
5.580327,-44.649049,8.88
5.59969,5.224798,9.3
5.709952,-53.224039,8.34
5.709516,-49.18477,9.22
5.752811,-45.486312,9.61
5.753674,8.731779,9.59
5.807004,-11.298859,9.77
5.820739,51.19456,8.56
5.84402,52.712443,8.29
5.853608,31.851529,9.05
5.856366,40.221995,9.92
5.912618,-28.66266,8.47
5.918382,-0.541385,8.62
5.970263,-38.192294,9.02
6.026158,50.893267,8.85
6.045053,-40.993104,9.99
6.086384,67.942915,9.18
6.093622,26.395508,8.12
6.130844,-28.415475,9.26
6.139979,3.374166,8.33
6.163731,41.326923,9.31
6.21037,-27.708618,10.04
6.235948,-26.418243,10.39
6.276865,39.035894,8.49
6.312238,-58.265668,8.83
6.315874,-38.050848,10.25
6.339692,19.904903,8.89
6.352521,-74.404186,8.77
6.400738,34.11713,8.22
6.484113,-6.067791,9.64
6.492907,-28.273487,8.9
6.507631,3.888254,9.02
6.517208,44.176607,8.43
6.522502,23.983396,8.99
6.550381,1.164293,8.5
6.560613,-59.787695,9.39
6.571096,32.246351,8.32
6.59997,57.97474,8.33
6.625549,-28.413096,8.27
6.638886,52.446217,8.66
6.720924,-5.51651,10.38
6.727951,-71.23771,9.09
6.749586,17.903505,8.69
6.79965,-14.24849,8.49
6.806227,-29.581894,8.66
6.81927,65.680243,8.26
6.841616,-62.888614,9.33
6.857847,1.398707,9.39
6.859331,15.031664,9.91
6.867839,-58.95308,9.02
6.91356,-60.280382,8.93
6.941175,23.467658,8.73
6.967449,50.912339,8.93
6.98136,-57.24471,9.27
6.989487,2.053758,9.35
7.056749,-54.622506,8.27
7.071157,63.734959,9.36
7.095756,-22.855001,8.03
7.128943,7.090163,8.68
7.153119,39.090124,8.34
7.160375,-9.405232,8.53
7.206735,-60.774681,9.14
7.235218,-34.887202,8.56
7.248027,-54.285245,9.13
7.283675,-55.639265,8.95
7.291617,0.040725,8.86
7.309433,59.469477,8.02
7.323428,-31.277385,10.22
7.330155,-5.63396,8.5
7.333922,79.878342,10.48
7.338731,26.871681,8.6
7.354761,56.946273,8.32
7.364158,53.387013,8.51
7.364348,15.010314,9.51
7.366561,38.715008,10.68
7.405377,-50.880035,8.86
7.409389,-4.015107,8.88
7.464473,-33.417899,9.1
7.475238,59.254863,8.24
7.479516,-32.273343,8.15
7.485181,-66.16435,9.09
7.494121,60.211962,8.86
7.495045,-46.681888,9.24
7.49675,-59.794315,8.14
7.538531,-22.505689,9.56
7.53869,24.607236,8.95
7.543911,-21.461899,8.94
7.54877,22.400296,9.1
7.582175,-48.053662,8.94
7.591122,-32.723149,9.75
7.630176,3.266889,8.44
7.644874,-13.715253,8.86
7.658869,-28.536298,9.07
7.722256,29.528433,8.19
7.756694,43.373977,8.51
7.758103,-43.292185,8.71
7.764036,34.650685,9.43
7.77346,-69.038536,8.92
7.778623,-37.605006,8.01
7.793762,-64.293605,9.79
7.834997,-56.241533,8.11
7.889051,39.331297,8.81
7.88964,-36.273693,9.7
7.956103,36.96717,8.11
7.969668,-25.711191,9.52
7.988695,28.52105,8.84
8.025872,-36.239368,10.5
8.098815,21.778171,8.57
8.108894,-32.056761,8.11
8.116855,-60.672841,9.11
8.127725,-44.065968,8.91
8.139656,-28.749872,8.49
8.146288,-18.109122,8.09
8.153679,-27.98272,9.24
8.206441,-0.44568,8.7
8.221869,11.773037,9.04
8.223352,-68.161258,8.61
8.281138,-9.988026,8.54
8.298809,-63.908219,9.27
8.326201,37.182932,8.18
8.34934,-40.728823,9.1
8.394792,13.220586,8.73
8.403417,39.88423,8.52
8.404475,-35.167486,8.43
8.467591,25.448038,8.32
8.500761,-30.322761,8.31
8.540342,50.997188,8.43
8.593862,2.453848,9.49
8.597519,-11.282894,8.76
8.599131,1.002686,8.55
8.627375,-44.63743,9.15
8.710808,-21.882168,9.75
8.71252,18.892957,8.85
8.7452,-40.173235,8.59
8.802237,-47.16287,8.85
8.845539,38.95349,8.52
8.868935,11.840161,8.35
8.8809,-6.140947,8.99
8.962907,-38.722366,9.29
8.964636,38.357385,9.38
8.965935,-74.869745,8.35
8.97624,6.362631,9.21
9.004802,-31.403324,10.1
9.012123,-31.633599,9.1
9.072276,-54.83452,9.84
9.07314,-38.294124,8.37
9.092234,26.159313,8.98
9.100599,30.918454,9.28
9.10083,35.782468,8.62
9.135057,75.530387,8.01
9.13621,-28.853395,8.4
9.183576,-59.446556,9.69
9.207328,25.169368,8.45
9.232761,22.303571,8.88
9.233875,-6.564029,8.16
9.290861,-47.263996,8.74
9.345618,-19.565025,8.28
9.346382,18.17294,9.05
9.369065,-55.64888,9.36
9.461583,80.158042,8.69
9.461392,40.871643,8.46
9.462871,25.831904,8.57
9.490143,-68.400051,8.59
9.491597,-22.337599,9.03
9.504409,25.17412,8.45
9.505368,5.847621,8.93
9.6529,-44.0081,9.32
9.665117,-40.473931,8.63
9.709598,-18.86807,8.31
9.821128,-28.149048,8.67
9.858182,66.819098,8.52
9.861697,-24.523495,9.45
9.891606,13.975454,9.4
9.936227,-41.659582,8.46
9.931416,89.444304,8.12
9.94803,42.383554,9.1
9.986321,29.370736,8.65
10.00988,10.266985,8.69
10.016303,-13.884822,8.43
10.026761,-51.744889,8.56
10.029974,-54.598173,9.1
10.127591,-31.152959,8.71
10.161511,-17.886819,8.88
10.169973,-15.325831,9.27
10.196029,-30.859377,8.45
10.206753,-47.829043,8.8
10.209303,-65.857451,9.34
10.215814,-46.822109,8.82
10.219477,9.381224,8.71
10.234711,-39.257099,8.23
10.33519,-38.678978,9.33
10.360959,17.696777,9.15
10.369279,-12.690399,8.86
10.371934,43.313555,9.24
10.399477,-74.177086,9.03
10.419499,-42.016045,8.8
10.470664,-43.604406,8.78
10.536777,34.469852,10.05
10.582906,4.81044,9.75
10.587082,-30.806811,9.21
10.600017,47.211169,9.17
10.670552,1.695158,8.61
10.677143,-55.843926,8.62
10.70397,8.71482,9.65
10.710374,-21.65846,8.74
10.755571,9.018982,8.62
10.803824,-70.296965,9.29
10.818775,-45.178658,10.09
10.820405,30.211092,8.67
10.872103,-22.637204,9.0
10.89824,-49.576125,9.91
10.907431,-60.685522,9.21
10.958435,-3.079378,8.91
10.966958,61.738386,9.87
10.968641,-1.481937,10.02
11.016225,41.570836,9.01
11.021279,40.433907,8.39
11.12773,-5.626344,8.56
11.151034,-36.674507,9.01
11.16905,74.515244,8.49
11.178015,-15.386503,9.32
11.195783,-63.960431,9.01
11.209864,60.309158,8.64
11.237263,-17.234105,9.51
11.240068,-35.966524,8.67
11.253079,-27.853115,9.31
11.275646,-53.235215,9.19
11.293372,37.382814,8.01
11.334393,-5.009092,8.76
11.363179,-9.544388,9.02
11.384652,65.093135,8.59
11.389325,16.971613,10.6
11.393101,43.883082,8.55
11.39609,63.352061,10.5
11.414389,-57.310108,9.27
11.448009,-30.663862,8.83
11.554333,-30.684598,9.45
11.624208,-62.076073,8.45
11.62806,-84.012468,8.53
11.629669,-9.574283,8.52
11.69284,2.356852,8.85
11.697882,1.5441,8.78
11.708167,4.836339,8.99
11.708369,-15.987122,9.17
11.743415,-18.910522,9.08
11.753461,23.2506,8.47
11.759173,-41.845946,9.44
11.810348,-47.990501,9.4
11.835965,16.369951,10.88
11.895042,-25.394959,8.9
11.938318,27.096937,8.09
11.966621,-5.992753,8.04
11.99198,-32.335288,8.89
11.998261,-39.282212,9.28
12.00198,-0.242404,8.53
12.010228,5.103537,8.97
12.016312,-3.712006,8.02
12.056508,2.729526,8.71
12.098083,-31.618015,9.09
12.101315,-10.691916,10.81
12.130754,-26.368998,8.05
12.151568,54.160608,8.63
12.1537,-12.639077,9.7
12.176054,-47.116064,9.1
12.183428,1.013377,9.71
12.184724,-24.143227,8.36
12.257781,-16.390965,9.29
12.268985,-22.360903,10.14
12.277454,-33.826307,8.36
12.310647,61.168136,9.05
12.311492,-6.17004,9.42
12.320059,22.128151,8.92
12.323471,-21.39588,8.53
12.349935,-42.348687,8.85
12.356066,11.06616,9.97
12.396236,0.588165,9.39
12.396434,-54.164165,8.1
12.471932,60.127385,9.93
12.477277,57.222992,8.96
12.50126,-24.119506,8.11
12.522637,-45.939451,9.02
12.531613,-40.619974,8.88
12.549995,11.830018,8.91
12.567561,-9.906297,9.52
12.586755,-27.436867,9.59
12.657754,16.989708,8.5
12.754256,8.336327,8.98
12.776147,-12.927605,8.03
12.795875,-35.396239,8.99
12.808555,18.790321,8.76
12.828154,-38.148818,9.98
12.843802,-44.368305,9.73
12.859044,0.909945,8.82
12.867412,-1.284413,9.52
12.870316,-63.697797,8.93
12.877846,-18.507565,9.51
12.900183,-17.078456,10.18
12.908969,23.632143,8.88
12.916583,51.199962,8.12
12.96053,-8.165733,8.04
12.994224,-27.624784,9.08
13.050617,-59.002563,8.95
13.076213,-26.398259,8.46
13.137099,8.665418,8.67
13.144418,34.639367,8.43
13.154078,-28.219485,12.13
13.17554,-38.138119,8.55
13.183102,7.701936,8.56
13.182804,40.940354,8.49
13.190781,-18.576844,8.74
13.212479,-1.90083,8.65
13.217789,-50.461866,8.17
13.227778,-43.91092,8.42
13.229729,47.774098,9.17
13.230894,-66.902138,9.28
13.241082,18.106707,8.96
13.261721,-64.163612,9.05
13.275724,-5.619877,8.82
13.282384,-21.607209,10.33
13.288606,-42.807671,8.63
13.345522,-0.775804,9.49
13.390884,39.711464,8.67
13.411385,1.909569,9.04
13.422936,-73.8694,8.44
13.428965,-8.308064,8.2
13.456058,7.271121,8.54
13.459688,11.122502,8.65
13.487403,21.030948,8.49
13.544406,-16.434884,8.97
13.679194,-23.920304,8.78
13.731117,2.594827,10.8
13.753557,12.847395,8.2
13.755834,0.789556,8.05
13.817719,85.702593,8.1
13.842608,-68.627891,8.32
13.843472,5.368657,9.51
13.883968,26.403227,8.62
13.92407,23.156179,8.04
13.933029,-27.893676,9.48
13.942384,35.739164,9.09
13.951129,4.511439,8.97
13.957949,-17.30887,8.33
13.959088,-80.708949,9.72
14.006134,3.67161,9.88
14.006689,-5.46261,9.15
14.026783,-26.347023,9.02
14.095923,-57.586072,8.45
14.113375,30.265593,9.43
14.13176,62.318559,9.87
14.176197,-15.782358,9.85
14.180149,-60.570109,8.77
14.327558,-6.110048,8.49
14.359974,-39.946813,9.11
14.391053,37.406646,8.19
14.393218,-47.564641,8.61
14.408414,-52.266079,8.15
14.422297,8.210357,9.46
14.494831,-68.193126,8.24
14.549588,-39.965324,8.37
14.558404,-43.344357,8.73
14.582647,-35.483832,9.49
14.598599,2.599375,9.8
14.609647,19.764716,9.01
14.615943,12.125458,8.39
14.639681,22.419919,8.92
14.655614,-34.424097,9.86
14.66645,67.44018,8.36
14.712078,20.543808,8.83
14.769358,-23.691347,9.5
14.836844,25.09781,8.9
14.87702,73.987668,8.27
14.891283,-75.814648,8.05
14.940057,20.638944,8.51
14.95979,-24.552393,8.85
14.972889,-5.184045,8.85
14.983374,28.678277,9.17
14.985386,-67.252072,8.71
14.99101,-18.061713,8.93
14.996961,-56.501381,9.36
15.029225,-61.454523,9.42
15.124598,23.691852,8.96
15.138301,20.292484,8.09
15.164245,-45.556468,9.46
15.19462,-57.719112,8.97
15.200834,46.167014,9.24
15.211848,2.584026,8.98
15.232438,-38.491173,9.69
15.257732,-32.7179,9.4
15.298886,8.0339,8.1
15.308017,11.180451,8.14
15.315449,-28.884663,9.34
15.368536,-9.430107,8.96
15.383055,5.134482,8.86
15.385889,53.823251,8.91
15.394869,35.995418,8.19
15.453246,-23.387737,8.12
15.454745,-53.158359,8.39
15.473177,-65.654099,8.7
15.514694,-49.656956,8.33
15.546184,-21.609039,8.1
15.554465,30.162973,8.64
15.614661,-8.025633,9.34
15.623672,6.998533,9.95
15.645874,-34.369975,9.02
15.655076,-62.823534,9.37
15.679062,-63.98448,8.69
15.717819,-56.054679,8.19
15.808086,28.60545,9.41
15.869654,48.38033,8.67
15.889177,55.029759,9.27
15.89723,-44.241873,8.98
15.901898,23.768439,8.6
15.90476,63.687769,8.14
15.944311,-11.671399,8.26
15.950888,-17.200568,10.16
15.962715,-9.129254,8.1
15.985565,35.158059,8.42
15.999217,52.866668,8.93
16.029804,26.587026,8.26
16.032101,15.227459,8.75
16.07929,-37.392095,8.92
16.087297,-37.303665,8.96
16.111871,44.483706,8.73
16.131072,-58.441211,8.17
16.133279,21.522174,8.79
16.160241,9.586108,8.21
16.162443,-22.504112,8.83
16.167648,-57.152276,9.49
16.178034,-20.98787,9.46
16.178492,-35.345084,10.71
16.208838,28.514384,8.62
16.264423,-25.460999,10.79
16.283815,50.9259,8.7
16.293249,-14.905671,9.22
16.298446,40.018912,9.65
16.347655,14.108105,8.82
16.373919,-43.477832,9.57
16.409472,1.201008,8.88
16.416551,-62.136826,9.06
16.444172,-41.52944,8.29
16.47838,-13.03872,8.76
16.491326,-8.65952,8.08
16.507113,-39.413962,8.96
16.525964,-41.500848,8.91
16.60997,-61.15374,8.17
16.61241,-36.935446,8.62
16.648061,-45.918409,8.45
16.651828,-31.278822,9.59
16.660498,29.696018,8.14
16.693538,-48.077991,9.16
16.76185,-71.807514,10.37
16.774237,24.841459,9.26
16.879103,27.285465,8.97
16.901729,20.562028,8.44
16.916911,-14.169516,8.28
16.934227,18.178511,8.87
16.947302,-59.057938,8.71
16.952864,-55.969894,8.32
16.977639,-45.483295,9.72
17.018815,-21.616227,9.11
17.019157,53.286002,8.34
17.048769,15.125904,8.55
17.048958,-38.279863,9.09
17.072593,60.136222,8.25
17.07833,30.429495,8.41
17.092412,25.908198,9.1
17.100723,-32.425738,8.94
17.106976,-19.167055,8.64
17.126756,42.273739,9.39
17.199785,-53.940257,9.36
17.207845,-48.76728,9.82
17.258448,-55.591234,9.71
17.274099,-33.608363,8.81
17.296462,12.69307,8.68
17.305377,-33.213985,9.8
